World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,MOTORISE,2,,,, MO,TOR,ISE,,,,,MOTORISE,MOTOR,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,SLOUCHED,2,,,,SLO,UCH,ED ,,,,,SLOUCH,SLOUCHED,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,MOTORIST,3,,,, MO,TOR,IST,,,,,MOIST,MOTORIST,MOTOR,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,SLOUCHES,4,,,,SLO,UCH,ES ,,,,,SLOUCHES,SLOES,SLOUCH,LOSES,,,,,,,,,,,,,8,1,0,3,1,5,0,1,0,2,0,1,0,0,0,0
,,,,SLOUCHER,3,,,,SLO,UCH,ER ,,,,,SLOUCHER,SLOUCH,LOSER,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,2,0,0,1,0,0,0
,,,,TONING,3,,,,TO,NI,NG,,,,,INTO,TONG,TONING,,,,,,,,,,,,,,6,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,RETURNEE,2,,,,RET,URN,EE ,,,,,RETURNEE,RETURN,,,,,,,,,,,,,,,8,1,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,RETURNED,3,,,,RET,URN,ED ,,,,,TREED,RETURN,RETURNED,,,,,,,,,,,,,,8,1,0,1,0,3,1,1,0,1,0,0,0,0,0,0
,,,,RECUR,5,,,,RE,CU,R ,,,,,RECUR,CURER,CURE,CUR,ERR,,,,,,,,,,,,5,1,0,3,1,5,0,2,0,2,0,1,0,0,0,0
,,,,NATION,4,,,,NA,TI,ON,,,,,ANON,ANTI,NONA,NATION,,,,,,,,,,,,,6,0,0,0,0,5,1,0,0,1,0,2,0,0,0,0
,,,,UNLOCK,2,,,,UN,LO,CK,,,,,LOCK,UNLOCK,,,,,,,,,,,,,,,6,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0
,,,,RETURNER,2,,,,RET,URN,ER ,,,,,RETURNER,RETURN,,,,,,,,,,,,,,,8,1,0,6,0,6,1,0,0,0,0,0,1,0,0,0
,,,,ALPS,2,,,,AL,PS,,,,,,ALPS,LAPS,,,,,,,,,,,,,,,4,2,0,3,3,5,0,0,0,1,0,1,0,0,0,0
,,,,LOWLY,3,,,, L,OW,LY,,,,,OWL,LOW,LOWLY,,,,,,,,,,,,,,5,1,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,SHAGGING,2,,,, SH,AGG,ING,,,,,GAGING,SHAGGING,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,PEEPSHOW,2,,,, PE,EPS,HOW,,,,,PEEPS,PEEPSHOW,,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,NEEDLESS,2,,,,NEE,DLE,SS ,,,,,NEEDLE,NEEDLESS,,,,,,,,,,,,,,,8,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0
,,,,RARED,7,,,,RA,RE,D ,,,,,RARED,RAD,DREAR,RARE,RED,DARER,REAR,,,,,,,,,,5,1,0,3,0,6,1,1,1,2,0,0,2,0,0,0
,,,,GAMBLERS,2,,,,GAM,BLE,RS ,,,,,GAMBLERS,GAMBLE,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,PALSY,6,,,, P,AL,SY,,,,,PLAYS,PAL,LAYS,PALSY,LAP,ALP,,,,,,,,,,,5,1,0,1,1,6,0,1,1,2,0,1,1,0,0,0
,,,,RARER,4,,,,RA,RE,R ,,,,,RARE,ERR,REAR,RARER,,,,,,,,,,,,,5,1,0,2,1,2,0,2,2,0,0,0,0,0,0,0
,,,,IDYL,2,,,,ID,YL,,,,,,IDYL,IDLY,,,,,,,,,,,,,,,4,2,0,3,3,5,0,0,0,1,0,1,0,0,0,0
,,,,ROMANS,3,,,,RO,MA,NS,,,,,ROMANS,MANS,ROAM,,,,,,,,,,,,,,6,0,0,4,2,4,0,0,1,1,1,0,0,0,0,0
,,,,WRITABLE,2,,,,WRI,TAB,LE ,,,,,WRITABLE,TABLE,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,IBIDEM,3,,,,IB,ID,EM,,,,,IDEM,IBIDEM,DIME,,,,,,,,,,,,,,6,0,0,6,3,6,0,0,0,1,0,0,2,0,0,0
,,,,INFESTED,5,,,,INF,EST,ED ,,,,,STEED,INFEST,FINEST,INFESTED,FINED,,,,,,,,,,,,8,1,0,3,2,5,0,0,2,2,0,1,0,0,0,0
,,,,ROWBOATS,2,,,,ROW,BOA,TS ,,,,,BOATS,ROWBOATS,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,PUTSCHES,2,,,,PUT,SCH,ES ,,,,,PUTSCH,PUTSCHES,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,KIWIS,4,,,,KI,WI,S ,,,,,KIWI,SKI,KIWIS,WIS,,,,,,,,,,,,,5,1,0,3,3,5,0,0,0,3,0,1,0,0,0,0
,,,,BLINDING,3,,,, BL,IND,ING,,,,,BLIND,DINING,BLINDING,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,2,1,0,0,0,0,0,0
,,,,TOPICS,4,,,,TO,PI,CS,,,,,TOPICS,SCOT,TOPI,PICS,,,,,,,,,,,,,6,0,0,1,1,6,0,1,0,0,0,1,2,0,0,0
,,,,ENABLERS,2,,,,ENA,BLE,RS ,,,,,ENABLE,ENABLERS,,,,,,,,,,,,,,,8,1,0,6,1,6,0,1,0,0,0,0,1,0,0,0
,,,,FLACKS,3,,,,FL,AC,KS,,,,,FLACKS,CASK,CALF,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,2,0,1,0,0,0,0
,,,,LAVISH,4,,,,LA,VI,SH,,,,,LASH,VIAL,SHIV,LAVISH,,,,,,,,,,,,,6,0,0,3,3,6,0,0,0,3,0,0,1,0,0,0
,,,,REPEAL,4,,,,RE,PE,AL,,,,,REAL,PEER,PEAL,REPEAL,,,,,,,,,,,,,6,0,0,3,0,3,1,0,1,2,0,0,0,0,0,0
,,,,BADMOUTH,2,,,,BAD,MOU,TH ,,,,,MOUTH,BADMOUTH,,,,,,,,,,,,,,,8,1,0,4,0,4,1,0,0,0,1,0,0,0,0,0
,,,,LANCED,3,,,,LA,NC,ED,,,,,LADE,LANCED,DEAL,,,,,,,,,,,,,,6,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,LANCES,4,,,,LA,NC,ES,,,,,LANCES,SEAL,LASE,ALES,,,,,,,,,,,,,6,0,0,3,2,5,0,0,1,2,0,1,0,0,0,0
,,,,LANCER,2,,,,LA,NC,ER,,,,,REAL,LANCER,,,,,,,,,,,,,,,6,0,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,FOSTERED,2,,,,FOS,TER,ED ,,,,,FOSTERED,FOSTER,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,TIMIDITY,2,,,, TI,MID,ITY,,,,,TIMID,TIMIDITY,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,CABOODLE,2,,,, CA,BOO,DLE,,,,,CABOODLE,BOODLE,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,PROBLEMS,2,,,,PRO,BLE,MS ,,,,,PROBLEMS,PROMS,,,,,,,,,,,,,,,8,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,SULTRIER,2,,,,SUL,TRI,ER ,,,,,TRIER,SULTRIER,,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,0,1,0,0,0
,,,,RIGHTFUL,2,,,, RI,GHT,FUL,,,,,RIGHT,RIGHTFUL,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,SYNCHS,2,,,,SY,NC,HS,,,,,SYNCHS,SYNC,,,,,,,,,,,,,,,6,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0
,,,,MATHS,4,,,, M,AT,HS,,,,,MATHS,TAM,MAT,SHAT,,,,,,,,,,,,,5,1,0,3,3,5,0,0,0,2,1,1,0,0,0,0
,,,,WOEFULLY,3,,,,WOE,FUL,LY ,,,,,FULLY,WOEFUL,WOEFULLY,,,,,,,,,,,,,,8,1,0,5,1,5,0,1,0,0,0,2,0,0,0,0
,,,,DECADENT,2,,,,DEC,ADE,NT ,,,,,DECADENT,DECADE,,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,SLOSHING,4,,,, SL,OSH,ING,,,,,HOSING,SLOSH,SLING,SLOSHING,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,4,0,0,0,0,0,0
,,,,AWFULLER,3,,,, AW,FUL,LER,,,,,AWFUL,FULLER,AWFULLER,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,1,1,0,0,0,0,0,0
,,,,HEALED,5,,,,HE,AL,ED,,,,,LADE,HEAL,DEAL,HEED,HEALED,,,,,,,,,,,,6,0,0,3,0,3,1,0,0,4,0,0,0,0,0,0
,,,,BEMOANED,3,,,,BEM,OAN,ED ,,,,,BEMOAN,BEMOANED,EMBED,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,RECAPS,6,,,,RE,CA,PS,,,,,RECAPS,REPS,CAPS,SPACER,ACRE,CARE,,,,,,,,,,,6,0,0,3,0,6,1,0,1,2,1,0,1,0,0,0
,,,,BRISKETS,2,,,,BRI,SKE,TS ,,,,,BRISKETS,BRITS,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,SUBJOINS,2,,,,SUB,JOI,NS ,,,,,SUBJOINS,JOINS,,,,,,,,,,,,,,,8,1,0,5,1,5,0,1,0,0,0,1,0,0,0,0
,,,,CURBED,4,,,,CU,RB,ED,,,,,CUED,CURB,CURBED,BRED,,,,,,,,,,,,,6,0,0,3,2,3,0,0,1,3,0,0,0,0,0,0
,,,,TRIMLY,2,,,,TR,IM,LY,,,,,TRIM,TRIMLY,,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,GINGERLY,3,,,,GIN,GER,LY ,,,,,LYING,GINGER,GINGERLY,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,2,0,0,0,0,0,0
,,,,CELLAR,3,,,,CE,LL,AR,,,,,CELL,RACE,CELLAR,,,,,,,,,,,,,,6,0,1,3,0,3,1,1,0,1,0,0,0,0,0,0
,,,,QUOTH,2,,,,QU,OT,H ,,,,,HOT,QUOTH,,,,,,,,,,,,,,,5,1,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,STRIVING,3,,,, ST,RIV,ING,,,,,RIVING,STRIVING,STING,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,2,0,0,1,0,0,0
,,,,WANDER,4,,,,WA,ND,ER,,,,,WARE,REND,WAND,WANDER,,,,,,,,,,,,,6,0,0,2,2,4,0,0,2,1,1,0,0,0,0,0
,,,,INVOLVES,3,,,,INV,OLV,ES ,,,,,VOLES,INVOLVES,VINES,,,,,,,,,,,,,,8,1,0,1,1,5,0,1,0,1,0,1,0,0,0,0
,,,,HOISTING,2,,,,HOI,STI,NG ,,,,,STING,HOISTING,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,CADRE,5,,,, C,AD,RE,,,,,READ,REC,CADRE,DARE,CAD,,,,,,,,,,,,5,1,0,4,0,6,1,1,0,1,1,0,1,0,0,0
,,,,DAWDLE,4,,,,DA,WD,LE,,,,,DALE,DAWDLE,LEWD,LEAD,,,,,,,,,,,,,6,0,0,3,0,5,1,0,0,2,0,1,0,0,0,0
,,,,DECEASES,2,,,, DE,CEA,SES,,,,,DECEASES,CEASES,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,GRUNIONS,3,,,, GR,UNI,ONS,,,,,UNISON,UNIONS,GRUNIONS,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,1,0,0,1,0,0,0
,,,,TAPE,2,,,,TA,PE,,,,,,PEAT,TAPE,,,,,,,,,,,,,,,4,2,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,METING,5,,,,ME,TI,NG,,,,,TING,ITEM,METING,EMIT,TIME,,,,,,,,,,,,6,0,0,3,0,3,1,1,1,2,0,0,0,0,0,0
,,,,CLAIMS,2,,,,CL,AI,MS,,,,,CLAIMS,AIMS,,,,,,,,,,,,,,,6,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0
,,,,DECEASED,3,,,, DE,CEA,SED,,,,,CEASED,DEEDS,DECEASED,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,2,1,0,0,0,0,0,0
,,,,ADVICE,3,,,,AD,VI,CE,,,,,ADVICE,DACE,VICE,,,,,,,,,,,,,,6,0,0,1,1,6,0,2,0,0,0,0,1,0,0,0
,,,,LATTICES,2,,,, LA,TTI,CES,,,,,LATTICES,LACES,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,GRATINGS,3,,,,GRA,TIN,GS ,,,,,TINGS,GRATIN,GRATINGS,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,2,0,0,1,0,0,0
,,,,VENOMOUS,2,,,, VE,NOM,OUS,,,,,VENOM,VENOMOUS,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,TYPIST,3,,,,TY,PI,ST,,,,,PITY,PITS,TYPIST,,,,,,,,,,,,,,6,0,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,REAMER,3,,,,RE,AM,ER,,,,,REAM,REAMER,MARE,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,2,0,1,0,0,0,0
,,,,BUOYED,2,,,,BU,OY,ED,,,,,BUOYED,BUOY,,,,,,,,,,,,,,,6,0,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,MELLOWER,3,,,,MEL,LOW,ER ,,,,,MELLOWER,MELLOW,LOWER,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,2,0,0,0,0,0,0
,,,,MORTICED,2,,,,MOR,TIC,ED ,,,,,EDICT,MORTICED,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,WAVERING,2,,,, WA,VER,ING,,,,,WAVERING,WAVER,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,TEMPI,4,,,, T,EM,PI,,,,,MET,TEMPI,PIT,TIP,,,,,,,,,,,,,5,1,0,3,1,3,0,1,2,1,0,0,0,0,0,0
,,,,MELLOWED,3,,,,MEL,LOW,ED ,,,,,MELLOW,LOWED,MELLOWED,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,3,0,0,0,0,0,0
,,,,ABRASIVE,2,,,,ABR,ASI,VE ,,,,,ABRASIVE,BRAVE,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,MATERNAL,2,,,, MA,TER,NAL,,,,,MATER,MATERNAL,,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,0,1,0,0,0
,,,,READ,2,,,,RE,AD,,,,,,READ,DARE,,,,,,,,,,,,,,,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
,,,,WALLOP,3,,,,WA,LL,OP,,,,,WALL,POLL,WALLOP,,,,,,,,,,,,,,6,0,1,3,0,3,1,1,0,1,0,0,0,0,0,0
,,,,SUITE,5,,,,SU,IT,E ,,,,,TIE,SUE,SUITE,USE,SUIT,,,,,,,,,,,,5,1,0,2,0,2,3,1,1,0,0,0,0,0,0,0
,,,,BUSES,5,,,, B,US,ES,,,,,BUS,USES,SUB,SUES,BUSES,,,,,,,,,,,,5,1,0,2,1,3,0,2,2,1,0,0,0,0,0,0
,,,,CONVENER,2,,,, CO,NVE,NER,,,,,COVEN,CONVENER,,,,,,,,,,,,,,,8,1,0,6,5,6,0,0,0,0,0,1,1,0,0,0
,,,,UNTOWARD,2,,,, UN,TOW,ARD,,,,,UNTOWARD,TOWARD,,,,,,,,,,,,,,,8,1,0,4,0,4,1,0,0,0,1,0,0,0,0,0
,,,,BUSED,7,,,, B,US,ED,,,,,SUED,SUB,BUS,BED,BUSED,USED,DEB,,,,,,,,,,5,1,0,3,0,5,1,2,1,2,0,1,0,0,0,0
,,,,CONVENED,3,,,, CO,NVE,NED,,,,,COVEN,CONED,CONVENED,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,1,1,0,0,0
,,,,EMERGING,2,,,, EM,ERG,ING,,,,,EMERGING,GINGER,,,,,,,,,,,,,,,8,1,0,2,2,3,0,0,1,1,0,0,0,0,0,0
,,,,ADVANCES,2,,,,ADV,ANC,ES ,,,,,ADVANCES,CANES,,,,,,,,,,,,,,,8,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,POTBELLY,2,,,,POT,BEL,LY ,,,,,POTBELLY,BELLY,,,,,,,,,,,,,,,8,1,0,4,3,4,0,0,0,1,1,0,0,0,0,0
,,,,WURST,3,,,, W,UR,ST,,,,,RUTS,WURST,RUST,,,,,,,,,,,,,,5,1,0,6,0,6,2,0,0,0,0,0,1,0,0,0
,,,,ADVANCED,2,,,,ADV,ANC,ED ,,,,,CANED,ADVANCED,,,,,,,,,,,,,,,8,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,HOSTEL,6,,,,HO,ST,EL,,,,,LEST,HOTS,HOST,LETS,HOLE,HOSTEL,,,,,,,,,,,6,0,0,3,0,6,1,2,1,1,0,0,1,0,0,0
,,,,PERSONAE,3,,,,PER,SON,AE ,,,,,PERSON,AEONS,PERSONAE,,,,,,,,,,,,,,8,1,0,4,0,4,1,0,0,1,1,0,0,0,0,0
,,,,COMMANDS,2,,,, CO,MMA,NDS,,,,,COMMANDS,COMMA,,,,,,,,,,,,,,,8,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0
,,,,PERSONAL,2,,,,PER,SON,AL ,,,,,PERSONAL,PERSON,,,,,,,,,,,,,,,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,,,,WRENS,4,,,,WR,EN,S ,,,,,SEN,WREN,ENS,WRENS,,,,,,,,,,,,,5,1,0,3,2,6,0,0,1,1,1,0,1,0,0,0
,,,,ITCH,2,,,,IT,CH,,,,,,CHIT,ITCH,,,,,,,,,,,,,,,4,2,0,3,3,4,0,0,0,1,1,0,0,0,0,0
,,,,MATERIAL,2,,,, MA,TER,IAL,,,,,MATER,MATERIAL,,,,,,,,,,,,,,,8,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0
,,,,TEQUILAS,4,,,, TE,QUI,LAS,,,,,TESLA,SLATE,TEQUILAS,QUITE,,,,,,,,,,,,,8,1,0,4,0,5,1,0,0,1,1,1,0,0,0,0
,,,,MOUSE,4,,,,MO,US,E ,,,,,SUMO,USE,MOUSE,SUE,,,,,,,,,,,,,5,1,0,2,0,5,2,0,1,0,0,1,0,0,0,0
,,,,DEBUTS,5,,,,DE,BU,TS,,,,,BUTS,STUB,BUSTED,BUST,DEBUTS,,,,,,,,,,,,6,0,0,3,2,3,0,0,1,4,0,0,0,0,0,0
,,,,RUSTED,6,,,,RU,ST,ED,,,,,RUTS,RUSTED,RUED,RUDE,RUDEST,RUST,,,,,,,,,,,6,0,0,3,0,3,2,0,1,3,0,0,0,0,0,0
,,,,APPRISES,3,,,, AP,PRI,SES,,,,,PRISES,APPRISES,APSES,,,,,,,,,,,,,,8,1,0,4,2,5,0,0,1,0,1,1,0,0,0,0
,,,,AMBUSHED,2,,,,AMB,USH,ED ,,,,,AMBUSH,AMBUSHED,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,AMBUSHES,2,,,,AMB,USH,ES ,,,,,AMBUSHES,AMBUSH,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,APPRISED,2,,,, AP,PRI,SED,,,,,APPRISED,PRISED,,,,,,,,,,,,,,,8,1,0,4,3,4,0,0,0,1,1,0,0,0,0,0
,,,,CERVICAL,2,,,, CE,RVI,CAL,,,,,CERVICAL,CECAL,,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,0,1,0,0,0
,,,,LEAGUE,3,,,,LE,AG,UE,,,,,GALE,AGUE,LEAGUE,,,,,,,,,,,,,,6,0,0,2,2,5,0,0,1,1,0,1,0,0,0,0
,,,,NOTARIES,2,,,,NOT,ARI,ES ,,,,,NOTES,NOTARIES,,,,,,,,,,,,,,,8,1,0,5,1,5,0,1,0,0,0,1,0,0,0,0
,,,,WUSSY,2,,,,WU,SS,Y ,,,,,WUSSY,WUSS,,,,,,,,,,,,,,,5,1,1,6,5,6,0,0,0,0,0,1,1,0,0,0
,,,,SEPARATE,3,,,, SE,PAR,ATE,,,,,PARSE,SEPARATE,TEASE,,,,,,,,,,,,,,8,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0
,,,,USURPERS,4,,,, US,URP,ERS,,,,,USURPERS,USERS,USURP,PURSER,,,,,,,,,,,,,8,1,0,5,1,5,0,1,0,1,1,1,0,0,0,0
,,,,CHANCERY,3,,,,CHA,NCE,RY ,,,,,CHARY,CHANCE,CHANCERY,,,,,,,,,,,,,,8,1,0,5,0,5,1,0,0,0,0,2,0,0,0,0
,,,,OFFER,4,,,,OF,FE,R ,,,,,REF,FER,FOR,OFFER,,,,,,,,,,,,,5,1,0,0,0,4,2,0,0,0,2,0,0,0,0,0
,,,,PLASH,5,,,, P,LA,SH,,,,,LASH,PAL,LAP,ALP,PLASH,,,,,,,,,,,,5,1,0,6,3,6,0,0,0,3,0,0,2,0,0,0
,,,,SILVER,3,,,,SI,LV,ER,,,,,REIS,SILVER,SIRE,,,,,,,,,,,,,,6,0,0,2,2,3,0,0,1,2,0,0,0,0,0,0
,,,,OFFED,3,,,, O,FF,ED,,,,,OFFED,OFF,ODE,,,,,,,,,,,,,,5,1,1,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,MATCHING,2,,,, MA,TCH,ING,,,,,MATCHING,MATCH,,,,,,,,,,,,,,,8,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0
,,,,FUSSY,2,,,,FU,SS,Y ,,,,,FUSS,FUSSY,,,,,,,,,,,,,,,5,1,1,2,2,2,0,0,2,0,0,0,0,0,0,0
,,,,SCORNING,2,,,, SC,ORN,ING,,,,,SCORN,SCORNING,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,SUES,2,,,,SU,ES,,,,,,USES,SUES,,,,,,,,,,,,,,,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0
,,,,GAMESTER,5,,,,GAM,EST,ER ,,,,,ESTER,GAMEST,GAMESTER,GAMER,STEER,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,2,0,1,1,0,0,0
,,,,TWIGGY,2,,,,TW,IG,GY,,,,,TWIGGY,TWIG,,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,MARCH,7,,,, M,AR,CH,,,,,MAR,MARCH,RAM,CHAR,CHARM,ARCH,ARM,,,,,,,,,,5,1,0,0,0,3,3,1,2,1,0,0,0,0,0,0
,,,,REPULSES,2,,,, RE,PUL,SES,,,,,REPULSES,PULSES,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,BLANKING,2,,,, BL,ANK,ING,,,,,BLANKING,BLANK,,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,REPULSED,3,,,, RE,PUL,SED,,,,,PULSED,REPULSED,REEDS,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,3,0,0,0,0,0,0
,,,,MEDIEVAL,2,,,,MED,IEV,AL ,,,,,MEDAL,MEDIEVAL,,,,,,,,,,,,,,,8,1,0,2,2,3,0,0,1,1,0,0,0,0,0,0
,,,,DIRER,5,,,,DI,RE,R ,,,,,DIRER,RID,ERR,DIRE,RIDER,,,,,,,,,,,,5,1,0,3,1,3,0,2,1,2,0,0,0,0,0,0
,,,,ADVISING,2,,,, AD,VIS,ING,,,,,VISING,ADVISING,,,,,,,,,,,,,,,8,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,WAZOOS,2,,,,WA,ZO,OS,,,,,ZOOS,WAZOOS,,,,,,,,,,,,,,,6,0,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,PURVEYOR,2,,,,PUR,VEY,OR ,,,,,PURVEYOR,PURVEY,,,,,,,,,,,,,,,8,1,0,3,3,4,0,0,0,1,1,0,0,0,0,0
,,,,CURIE,4,,,,CU,RI,E ,,,,,CURIE,CUE,ECU,IRE,,,,,,,,,,,,,5,1,0,5,2,6,0,0,1,1,0,1,1,0,0,0
,,,,INTENTLY,2,,,,INT,ENT,LY ,,,,,INTENT,INTENTLY,,,,,,,,,,,,,,,8,1,0,4,2,4,0,0,1,0,1,0,0,0,0,0
,,,,PILLAGED,2,,,,PIL,LAG,ED ,,,,,PILED,PILLAGED,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,PILLAGER,2,,,,PIL,LAG,ER ,,,,,LAGER,PILLAGER,,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,0,0,0,1,0,0,0
,,,,PILLAGES,2,,,,PIL,LAG,ES ,,,,,PILLAGES,PILES,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,PORTRAIT,2,,,,POR,TRA,IT ,,,,,TRAIT,PORTRAIT,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,BITTERER,3,,,,BIT,TER,ER ,,,,,BITTERER,BITTER,BITER,,,,,,,,,,,,,,8,1,0,3,2,6,0,0,1,1,0,0,1,0,0,0
,,,,SCRIPS,2,,,,SC,RI,PS,,,,,RIPS,SCRIPS,,,,,,,,,,,,,,,6,0,0,5,2,5,0,0,1,0,0,1,0,0,0,0
,,,,FREEWILL,2,,,, FR,EEW,ILL,,,,,FREEWILL,FRILL,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,BARRACKS,3,,,,BAR,RAC,KS ,,,,,BARRACKS,BARKS,RACKS,,,,,,,,,,,,,,8,1,0,4,2,4,0,0,2,0,1,0,0,0,0,0
,,,,RAISED,3,,,,RA,IS,ED,,,,,DEAR,RAISED,SIDE,,,,,,,,,,,,,,6,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0
